"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099173","GO:0099173","postsynapse organization","33/927","194/23210",1.74487196821678e-12,7.65998794047167e-10,5.84740826095231e-10,"12540/26556/19878/18472/73340/22215/108100/53972/329165/53872/14658/19744/11461/18481/382253/54725/216831/18190/66860/217480/56013/75608/104418/217692/14432/11840/12569/12631/12323/18213/74342/240057/19122",33
"GO:0006887","GO:0006887","exocytosis","47/927","375/23210",4.08217828683534e-12,1.64273657892732e-09,1.25401652285065e-09,"22342/56398/12298/11540/19325/94090/12652/68581/13829/76338/22631/20972/12322/20980/20910/80976/20614/19419/17957/18645/53378/20318/11938/11784/18479/19339/116733/29873/76499/18195/18717/20979/56013/64051/17967/56807/26431/18754/11840/16500/18751/26950/18191/229521/18951/19326/19349",47
"GO:0006397","GO:0006397","mRNA processing","52/927","448/23210",5.71457762861954e-12,2.12274579758491e-09,1.62044136481179e-09,"14007/67959/66070/18747/13046/11803/16549/268859/15388/67996/12261/53817/67332/13207/20384/67288/105559/56215/54196/11820/108013/27366/22668/52897/227707/20638/170791/56758/229709/109331/22185/19647/19655/78651/76183/22258/93686/67678/66880/19826/66078/66055/208922/268420/230753/23983/66231/83410/18148/15381/66177/20646",52
"GO:0022411","GO:0022411","cellular component disassembly","45/927","357/23210",9.66343459359467e-12,3.1808003577541e-09,2.42812892564765e-09,"11789/76709/17756/18412/216965/56486/66437/74412/22333/18472/16593/13829/56215/68184/68094/53972/227634/51897/17754/17957/20262/269523/20404/72685/12345/56273/11518/14086/57436/67391/67443/13191/116733/50876/22003/245860/76499/18195/320878/110380/103172/12631/231580/276770/57028",45
"GO:0007626","GO:0007626","locomotory behavior","37/927","254/23210",9.88030759294088e-12,3.1808003577541e-09,2.42812892564765e-09,"20370/12725/12298/17762/11540/15902/18472/18574/224129/11820/20273/20614/14658/15572/22223/11941/11784/233878/14681/11804/53376/76192/244723/75141/319387/53901/232975/15560/18754/18619/14708/74342/268890/19049/16531/64378/14415",37
"GO:0043624","GO:0043624","cellular protein complex disassembly","26/927","136/23210",2.66334147714451e-11,8.03829749570676e-09,6.13619858747373e-09,"11789/76709/17756/216965/74412/13829/227634/17754/17957/20262/20404/72685/12345/56273/11518/116733/50876/22003/76499/18195/320878/110380/12631/231580/276770/57028",26
"GO:0016197","GO:0016197","endosomal transport","32/927","206/23210",4.52128404910429e-11,1.28431062783086e-08,9.80404751700509e-09,"12540/18197/19325/77975/57440/66310/68566/58244/68365/228359/20614/76959/269523/100226/18196/266781/330401/19346/66508/13191/116733/270192/216831/234593/215445/67300/66700/73689/20661/19326/19349/66914",32
"GO:0035418","GO:0035418","protein localization to synapse","22/927","100/23210",5.0641395812242e-11,1.35859611320731e-08,1.03711209435363e-08,"26395/26556/17762/11418/16593/73340/12322/12794/108100/17754/20614/18762/18196/21750/20320/216831/18190/13138/246317/77531/74342/56839",22
"GO:0106027","GO:0106027","neuron projection organization","22/927","102/23210",7.65199989948459e-11,1.94481618497953e-08,1.48461516055374e-08,"12540/26556/18472/11820/22215/108100/53972/329165/53872/17754/18481/13191/216831/66860/56013/232975/217692/11840/12569/12631/12323/19122",22
"GO:0060996","GO:0060996","dendritic spine development","24/927","122/23210",8.24785067525615e-11,1.9914435455406e-08,1.5202091086709e-08,"17260/13690/12540/57138/18472/12322/22215/108100/53972/329165/53872/18479/18481/382253/216831/14824/56013/208922/50772/217692/11840/12569/12631/12323",24
"GO:0048813","GO:0048813","dendrite morphogenesis","29/927","178/23210",1.13588115504451e-10,2.61198576081425e-08,1.99391268419342e-08,"12540/22629/19878/18472/50932/26419/83814/12322/22215/108100/16412/53972/329165/53872/19055/15572/18481/382253/17999/216831/93686/211134/56013/217692/12569/218194/12631/12323/64009",29
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","47/927","414/23210",1.29458554032117e-10,2.84161526100498e-08,2.16920505368648e-08,"11789/76709/17756/17762/94090/19042/26419/13829/16210/108100/329165/20910/69601/227634/17957/18645/23897/16911/269523/12345/56273/18762/11518/14086/56443/23996/18479/18481/72042/19339/13191/50876/22003/12424/76499/65112/17967/56424/72205/18754/11840/19241/12631/242894/19229/14784/22153",47
"GO:0099175","GO:0099175","regulation of postsynapse organization","24/927","125/23210",1.40323579405818e-10,2.85097880037192e-08,2.17635290272639e-08,"26556/18472/73340/22215/108100/53972/329165/53872/19744/18481/382253/216831/66860/217480/56013/75608/217692/14432/12569/12631/12323/18213/74342/19122",24
"GO:1902414","GO:1902414","protein localization to cell junction","23/927","115/23210",1.43650009043257e-10,2.85097880037192e-08,2.17635290272639e-08,"26395/26556/17762/11418/16593/26419/73340/12322/12794/108100/17754/20614/18762/18196/21750/20320/216831/18190/13138/246317/77531/74342/56839",23
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","44/927","373/23210",1.47596748828532e-10,2.85097880037192e-08,2.17635290272639e-08,"22342/17260/16549/12298/11540/19878/94090/18574/63959/12322/56695/20980/20910/20614/17957/18645/11938/11941/11784/54208/18479/14758/19339/19883/76183/29873/18190/269060/20979/19261/64051/19736/15560/26431/18754/18751/18212/16423/19229/15893/18191/229521/14415/18951",44
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","35/927","253/23210",1.54302038236554e-10,2.86586362555507e-08,2.18771553807454e-08,"11991/14007/13046/16549/268859/15388/67996/12261/19878/80913/13207/20384/105559/56215/108013/52897/227707/56758/229709/109331/15572/22185/19655/76183/93686/19826/208922/14904/268420/230753/233833/18148/15381/67710/233033",35
"GO:0032984","GO:0032984","protein-containing complex disassembly","31/927","205/23210",1.81875399115871e-10,3.13578081597232e-08,2.39376233883774e-08,"11789/76709/17756/216965/74412/16593/13829/68094/227634/17754/17957/20262/269523/20404/72685/12345/56273/11518/67443/116733/50876/22003/76499/18195/320878/110380/103172/12631/231580/276770/57028",31
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","42/927","349/23210",2.07583651560887e-10,3.13578081597232e-08,2.39376233883774e-08,"17260/11789/76709/17756/216965/17762/19878/26419/13829/11820/108100/329165/227634/17754/18645/23897/12345/11518/56443/18479/18481/20312/72042/13191/50876/22003/76499/19736/72205/235431/18754/110380/11840/19241/16423/12631/242894/19229/14784/21333/22153/57028",42
"GO:0007612","GO:0007612","learning","28/927","171/23210",2.10435390147148e-10,3.13578081597232e-08,2.39376233883774e-08,"19088/67979/57138/22333/319984/18574/11820/16412/17536/17754/20614/15572/114142/18479/12424/18190/66860/234593/66797/232975/246317/18212/54006/19049/21333/66673/240057/64378",28
"GO:0000375","GO:0000375","RNA splicing, via transesterification reactions","35/927","256/23210",2.14290260772596e-10,3.13578081597232e-08,2.39376233883774e-08,"14007/66070/13046/268859/15388/67996/12261/53817/67332/13207/20384/105559/56215/108013/27366/22668/52897/227707/20638/56758/22185/19655/78651/76183/22258/93686/67678/66880/19826/66055/230753/18148/15381/66177/20646",35
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","35/927","256/23210",2.14290260772596e-10,3.13578081597232e-08,2.39376233883774e-08,"14007/66070/13046/268859/15388/67996/12261/53817/67332/13207/20384/105559/56215/108013/27366/22668/52897/227707/20638/56758/22185/19655/78651/76183/22258/93686/67678/66880/19826/66055/230753/18148/15381/66177/20646",35
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome","35/927","256/23210",2.14290260772596e-10,3.13578081597232e-08,2.39376233883774e-08,"14007/66070/13046/268859/15388/67996/12261/53817/67332/13207/20384/105559/56215/108013/27366/22668/52897/227707/20638/56758/22185/19655/78651/76183/22258/93686/67678/66880/19826/66055/230753/18148/15381/66177/20646",35
"GO:0045055","GO:0045055","regulated exocytosis","35/927","256/23210",2.14290260772596e-10,3.13578081597232e-08,2.39376233883774e-08,"56398/12298/11540/19325/94090/12652/68581/13829/22631/20972/12322/20980/20910/80976/20614/19419/17957/18645/20318/11938/11784/19339/29873/20979/64051/56807/26431/18754/11840/16500/18751/18191/229521/18951/19326",35
"GO:0008380","GO:0008380","RNA splicing","43/927","364/23210",2.28435555670813e-10,3.24445675980693e-08,2.47672234043092e-08,"14007/67959/66070/13046/16549/268859/15388/67996/12261/53817/67332/13207/20384/67288/105559/56215/110213/117198/108013/27366/22668/52897/227707/20638/170791/56758/22185/19655/78651/76183/22258/93686/67678/66880/19826/66078/66055/230753/66231/18148/15381/66177/20646",43
"GO:0032409","GO:0032409","regulation of transporter activity","36/927","272/23210",2.97199217432598e-10,4.10050005994862e-08,3.13020047954574e-08,"109552/17260/26556/56398/12298/22629/20266/19052/11418/50932/22627/12295/69635/57440/65113/83814/12794/14873/11931/229709/18578/15444/11461/20866/11739/17999/14225/77574/399548/16485/103172/246317/12631/19229/72821/19122",36
"GO:0007269","GO:0007269","neurotransmitter secretion","29/927","186/23210",3.344383737994e-10,4.36487272183055e-08,3.3320147511963e-08,"22342/17260/12298/11540/94090/12322/56695/20980/20910/20614/17957/18645/11938/11784/18479/19339/29873/18190/20979/64051/15560/26431/18754/18751/18212/15893/18191/229521/18951",29
"GO:0099643","GO:0099643","signal release from synapse","29/927","186/23210",3.344383737994e-10,4.36487272183055e-08,3.3320147511963e-08,"22342/17260/12298/11540/94090/12322/56695/20980/20910/20614/17957/18645/11938/11784/18479/19339/29873/18190/20979/64051/15560/26431/18754/18751/18212/15893/18191/229521/18951",29
"GO:0022898","GO:0022898","regulation of transmembrane transporter activity","35/927","262/23210",4.06540107604547e-10,5.16626889374305e-08,3.94377688872888e-08,"109552/17260/26556/56398/12298/22629/20266/19052/11418/50932/22627/12295/69635/57440/83814/12794/14873/11931/229709/18578/15444/11461/20866/11739/17999/14225/77574/399548/16485/103172/246317/12631/19229/72821/19122",35
"GO:0010769","GO:0010769","regulation of cell morphogenesis involved in differentiation","41/927","343/23210",4.19334837139988e-10,5.19222545781796e-08,3.9635913621167e-08,"12317/26395/13690/11951/76709/17756/17762/12261/22629/18472/13829/83814/22215/108100/11302/53972/329165/56177/53872/20482/19055/52822/18479/18481/382253/17999/29873/216831/76499/211134/56013/22129/217692/12569/18212/12631/108699/12323/18213/240057/64009",41
"GO:0007015","GO:0007015","actin filament organization","45/927","400/23210",4.31973981087895e-10,5.21500588668362e-08,3.98098126781529e-08,"76709/12540/22027/19878/67252/13829/108100/329165/18645/23897/12331/12345/11518/52822/14086/56443/233877/18479/18481/20312/72042/50876/22003/14457/76499/170826/19261/320878/19736/677884/23969/235431/18754/110380/11840/19241/11852/218194/16423/12631/242894/19229/14784/21333/57028",45
"GO:0060998","GO:0060998","regulation of dendritic spine development","20/927","92/23210",4.77510460777785e-10,5.62414150023396e-08,4.29330329561952e-08,"17260/13690/18472/22215/108100/53972/329165/53872/18481/382253/216831/14824/56013/208922/50772/217692/11840/12569/12631/12323",20
"GO:0031346","GO:0031346","positive regulation of cell projection organization","49/927","466/23210",7.44270239247856e-10,8.55733567935214e-08,6.53241698708269e-08,"20370/103742/26395/13690/19385/11789/11951/76709/12540/17762/20266/54198/216739/18472/83814/108100/16412/20980/69601/53872/20482/15572/52822/14086/232944/18479/19259/18481/382253/234267/20312/14824/20979/193385/234593/13627/227541/208922/23969/50772/11840/12805/18212/12631/19762/12323/18213/19229/18546",49
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome","21/927","105/23210",9.03177858143404e-10,1.01428973883128e-07,7.74278790506291e-08,"14007/13046/268859/15388/67996/12261/13207/20384/105559/56215/108013/52897/227707/56758/22185/19655/76183/93686/19826/230753/18148",21
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","50/927","485/23210",9.83314814063464e-10,1.07918800843465e-07,8.23820210251256e-08,"19158/26395/12540/59046/21858/19324/19878/217378/19325/76338/19328/212307/108100/11302/16412/26921/53972/329165/68365/69601/228359/19419/20262/53378/19744/70727/233877/19346/19339/17532/270192/216805/207212/216831/193385/227743/380711/104418/140580/217692/59021/72729/11852/108699/19762/14784/240057/22630/19326/19349",50
"GO:0006836","GO:0006836","neurotransmitter transport","37/927","298/23210",1.04030230968398e-09,1.11635996743643e-07,8.52196184447554e-08,"22342/17260/12298/68267/11540/74136/94090/22631/63959/54393/12322/56695/20980/20910/20614/17957/18645/11938/11784/54208/18479/14758/19339/29873/18190/20979/64051/19736/15560/26431/18754/18751/18212/15893/18191/229521/18951",37
"GO:0032535","GO:0032535","regulation of cellular component size","44/927","397/23210",1.08330582830735e-09,1.13723561845569e-07,8.68132039069184e-08,"12725/13690/11951/76709/17756/57138/17762/18472/13829/108100/11302/329165/56177/18645/23897/18632/12345/15441/11518/52822/56443/11941/18479/18481/382253/72042/50876/22003/76499/380711/18754/110380/11840/12569/19241/66700/12631/242894/18148/18213/19229/14784/16531/57028",44
"GO:0006898","GO:0006898","receptor-mediated endocytosis","31/927","222/23210",1.36270120360944e-09,1.40010300260212e-07,1.06879722621282e-07,"67979/12330/51789/110355/11947/68566/16412/20614/17957/53378/20404/72685/12331/15444/266781/19259/17999/19058/14800/18195/18717/12520/23969/67300/74325/11840/14784/74342/231580/229521/64009",31
"GO:0045666","GO:0045666","positive regulation of neuron differentiation","48/927","461/23210",1.5395596076251e-09,1.52335090878557e-07,1.16288103291889e-07,"20370/240843/26395/17260/13690/19385/11951/21858/17762/20266/54198/216739/18472/16210/83814/108100/16412/20980/69601/53872/20482/56710/15572/52822/18479/19259/18481/382253/20312/14824/20979/234593/13627/227541/208922/23969/50772/11840/69807/21413/12805/18212/12631/19762/12323/18213/19229/18546",48
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","40/927","344/23210",1.54918478159999e-09,1.52335090878557e-07,1.16288103291889e-07,"17260/76709/12540/216965/19878/13829/108100/18484/329165/18645/23897/12345/11518/14086/56443/18479/18481/14758/20312/72042/50876/22003/216831/76499/19736/235431/18754/110380/11840/12569/19241/11852/16423/12631/242894/18213/19229/14784/21333/57028",40
"GO:0031503","GO:0031503","protein-containing complex localization","33/927","249/23210",1.57729437646052e-09,1.52335090878557e-07,1.16288103291889e-07,"26395/67979/53817/74412/54196/73340/12322/12794/68566/67991/20614/230082/15444/18762/18196/19384/21750/17999/20320/216831/19058/18717/13138/23969/268420/19290/246317/66231/18148/77531/56839/276770/64009",33
"GO:0010976","GO:0010976","positive regulation of neuron projection development","41/927","362/23210",2.12099660740503e-09,2.00829267003116e-07,1.53307123201908e-07,"20370/26395/13690/19385/11951/17762/20266/54198/216739/18472/83814/108100/16412/20980/69601/53872/20482/15572/52822/18479/19259/18481/382253/20312/14824/20979/234593/13627/227541/208922/23969/50772/11840/12805/18212/12631/19762/12323/18213/19229/18546",41
"GO:0032970","GO:0032970","regulation of actin filament-based process","43/927","393/23210",2.48523671745474e-09,2.2828278163064e-07,1.74264324371506e-07,"109552/17260/76709/12540/216965/19878/13829/108100/18484/329165/18645/23897/18578/12345/11518/11938/14086/56443/18479/18481/14758/20312/72042/50876/22003/216831/76499/19736/235431/18754/110380/11840/12569/19241/11852/16423/12631/242894/18213/19229/14784/21333/57028",43
"GO:0051588","GO:0051588","regulation of neurotransmitter transport","27/927","178/23210",2.51996715116875e-09,2.2828278163064e-07,1.74264324371506e-07,"17260/12298/11540/54393/12322/56695/20980/20910/17957/18645/11938/11784/54208/14758/19339/29873/20979/64051/19736/15560/26431/18754/18751/18212/15893/18191/18951",27
"GO:0032271","GO:0032271","regulation of protein polymerization","30/927","215/23210",2.55275837814342e-09,2.2828278163064e-07,1.74264324371506e-07,"11789/76709/17756/17762/26419/13829/108100/329165/227634/18645/23897/12345/11518/56443/18479/18481/72042/13191/50876/22003/76499/72205/18754/11840/19241/12631/242894/19229/14784/22153",30
"GO:0032412","GO:0032412","regulation of ion transmembrane transporter activity","33/927","254/23210",2.62961944558167e-09,2.30880587322071e-07,1.76247412410086e-07,"109552/17260/26556/56398/12298/22629/20266/19052/11418/50932/22627/12295/69635/57440/83814/12794/14873/11931/229709/18578/15444/20866/17999/14225/77574/399548/16485/103172/246317/12631/19229/72821/19122",33
"GO:0050684","GO:0050684","regulation of mRNA processing","24/927","144/23210",2.83348750094926e-09,2.44337698965785e-07,1.86520173464743e-07,"14007/13046/268859/15388/67996/12261/13207/20384/105559/56215/108013/52897/227707/56758/229709/109331/22185/19655/76183/93686/19826/208922/230753/18148",24
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","16/927","64/23210",2.97683311247432e-09,2.52195212283131e-07,1.9251836675688e-07,"14007/13046/268859/15388/67996/13207/20384/105559/108013/52897/56758/19655/76183/93686/19826/230753",16
"GO:0017157","GO:0017157","regulation of exocytosis","32/927","244/23210",3.61946152175669e-09,3.01351373940742e-07,2.30042726845589e-07,"12298/11540/19325/94090/76338/12322/20980/20910/80976/17957/18645/53378/11938/11784/19339/116733/29873/76499/18195/20979/17967/56807/26431/18754/11840/16500/18751/26950/18191/229521/18951/19349",32
"GO:0007265","GO:0007265","Ras protein signal transduction","44/927","414/23210",3.97970849960636e-09,3.25729022789815e-07,2.48651903044094e-07,"19158/26395/12540/59046/21858/19324/19878/217378/19325/76338/19328/212307/108100/11302/16412/26921/53972/329165/68365/69601/19419/20262/53378/70727/233877/19346/19339/17532/270192/216805/207212/216831/193385/227743/104418/140580/59021/72729/11852/19762/14784/240057/19326/19349",44
"GO:0031623","GO:0031623","receptor internalization","22/927","126/23210",5.28448003553611e-09,4.25312568193398e-07,3.24671036569254e-07,"67979/110355/68566/16412/20614/17957/53378/20404/15444/19259/17999/19058/14800/18195/18717/12520/23969/67300/11840/14784/74342/64009",22
"GO:0051261","GO:0051261","protein depolymerization","21/927","116/23210",5.99735181100606e-09,4.67419918452261e-07,3.5681454249432e-07,"11789/76709/17756/216965/13829/227634/17754/20262/20404/72685/12345/11518/116733/50876/22003/76499/320878/110380/12631/231580/57028",21
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","17/927","76/23210",6.02036120158568e-09,4.67419918452261e-07,3.5681454249432e-07,"14007/13046/268859/15388/67996/13207/20384/105559/108013/52897/56758/19655/76183/93686/66880/19826/230753",17
"GO:0010256","GO:0010256","endomembrane system organization","42/927","390/23210",6.09804408003571e-09,4.67419918452261e-07,3.5681454249432e-07,"103694/26395/12540/70231/27643/18412/75909/11749/54198/19324/19325/18472/68581/22631/20972/13823/57440/93687/20168/108100/19275/58244/386649/20404/56334/11938/330401/54208/66508/19339/13191/116733/76499/75608/23969/223697/67300/59021/231580/26413/229521/64009",42
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","28/927","199/23210",7.15335424103473e-09,5.39742931718074e-07,4.12023791975389e-07,"19385/11789/12387/17756/216965/17762/19878/18472/26419/212307/227634/17754/386649/20262/76959/12345/232944/18479/13191/76499/193385/75608/72205/67300/12569/66700/18148/22153",28
"GO:0043112","GO:0043112","receptor metabolic process","28/927","205/23210",1.39055571813255e-08,1.02048732147713e-06,7.79009841813799e-07,"67979/217166/57440/110355/68566/16412/20614/17957/53378/76959/20404/15444/18196/66508/19259/17999/19058/14800/18195/18717/12520/23969/67300/11840/14784/74342/19326/64009",28
"GO:0098693","GO:0098693","regulation of synaptic vesicle cycle","23/927","144/23210",1.39474349176828e-08,1.02048732147713e-06,7.79009841813799e-07,"13002/12298/11540/12322/19085/20980/20910/17957/18645/11938/11784/19339/29873/18717/20979/56807/26431/18754/12569/18751/18191/229521/18951",23
"GO:0046928","GO:0046928","regulation of neurotransmitter secretion","22/927","133/23210",1.48499265220132e-08,1.07030291305674e-06,8.17037591203303e-07,"17260/12298/11540/12322/56695/20980/20910/17957/18645/11938/11784/19339/29873/20979/15560/26431/18754/18751/18212/15893/18191/18951",22
"GO:0010959","GO:0010959","regulation of metal ion transport","43/927","421/23210",1.93928940187319e-08,1.37718066494789e-06,1.05129899154178e-06,"109552/12387/26556/56398/12298/22629/20266/67972/11540/19052/22627/12295/319984/110213/12504/57440/83814/12322/14873/11931/14683/229709/18578/15444/11941/20866/14681/20312/53376/17999/14225/19736/18754/399548/16485/11840/246317/70357/12805/19229/13483/72821/19122",43
"GO:0048814","GO:0048814","regulation of dendrite morphogenesis","20/927","114/23210",2.39572913328193e-08,1.65407185791638e-06,1.26266953960679e-06,"22629/18472/83814/22215/108100/53972/329165/53872/19055/18481/382253/17999/216831/211134/56013/217692/12569/12631/12323/64009",20
"GO:1904062","GO:1904062","regulation of cation transmembrane transport","38/927","349/23210",2.39770200981873e-08,1.65407185791638e-06,1.26266953960679e-06,"109552/17260/26556/56398/12298/22629/20266/19052/11418/50932/22627/12295/69635/57440/83814/12794/14873/11931/18578/15444/20866/11739/20312/17999/14225/19736/18754/399548/16485/11840/103172/246317/70357/12631/19229/13483/72821/19122",38
"GO:0043270","GO:0043270","positive regulation of ion transport","36/927","322/23210",2.83613288320791e-08,1.92896981591704e-06,1.47251851104434e-06,"109552/26556/56398/12298/20266/67972/11540/216739/11418/12504/57440/54393/83814/12322/14873/11931/20910/14683/229709/11941/54208/20866/11739/20312/12424/12669/77574/15560/399548/16485/11840/103172/12805/12631/13483/18546",36
"GO:0097061","GO:0097061","dendritic spine organization","18/927","94/23210",2.91993665178175e-08,1.95838529047973e-06,1.49497341440639e-06,"12540/26556/18472/22215/108100/53972/329165/53872/18481/216831/66860/56013/217692/11840/12569/12631/12323/19122",18
"GO:0010498","GO:0010498","proteasomal protein catabolic process","45/927","459/23210",3.12180962180136e-08,2.06509844707928e-06,1.57643508227085e-06,"66089/104771/18747/12387/21762/22196/54197/19166/14950/22027/67245/103583/24086/67128/217166/26443/94090/26419/56438/213990/93687/83814/74126/21372/22215/214931/69601/59029/17754/386649/53378/269523/233877/17999/22214/56424/18521/66349/56736/26442/225896/56353/70604/66105/19192",45
"GO:0043484","GO:0043484","regulation of RNA splicing","22/927","139/23210",3.39764891613948e-08,2.21719548865372e-06,1.69254146576394e-06,"14007/13046/268859/15388/67996/12261/13207/20384/105559/56215/110213/108013/52897/227707/56758/22185/19655/76183/93686/19826/230753/18148",22
"GO:0034765","GO:0034765","regulation of ion transmembrane transport","46/927","478/23210",3.84837123239686e-08,2.47783795749926e-06,1.89150821836545e-06,"109552/17260/26556/56398/12298/22629/20266/216739/19052/11418/50932/22627/12295/69635/20273/57440/83814/12794/14873/11931/229709/18578/15444/54208/20866/11739/20312/17999/14225/77574/19736/18754/399548/16485/11840/103172/246317/16500/70357/12631/19229/13483/16531/72821/22630/19122",46
"GO:0099072","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","18/927","96/23210",4.11272350423361e-08,2.61320286867686e-06,1.99484178834157e-06,"26395/67979/22627/73340/12322/68566/20614/15444/18762/18196/17999/216831/19058/18717/13138/23969/56839/64009",18
"GO:0010721","GO:0010721","negative regulation of cell development","40/927","387/23210",4.37784153317012e-08,2.74553204723098e-06,2.09585796981022e-06,"20370/19158/12317/12387/17756/22629/15902/18472/217166/13829/28185/11820/22215/11302/16412/26921/64294/53972/56177/13427/19055/56710/20481/52822/108655/18479/19736/20473/380711/22129/50849/12569/235402/19716/18514/20745/19762/18213/231580/240057",40
"GO:0051640","GO:0051640","organelle localization","47/927","497/23210",4.66560908005211e-08,2.88849054456047e-06,2.20498825888563e-06,"26395/12540/12387/17756/17762/19324/19325/18472/12652/68581/22631/12322/12794/58244/20910/19419/386649/76959/67898/100226/56273/18762/22223/19384/13426/54161/66508/19339/13191/116733/76499/18195/20979/219024/234593/75608/17967/223697/110380/11840/16500/18148/73689/11775/18951/19326/64009",47
