"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu05205","mmu05205","Proteoglycans in cancer","4/27","202/8384",0.00371656686190777,0.0147371602239888,0.00688067752393365,"12387/12390/18747/18749",4
"mmu04976","mmu04976","Bile secretion","3/27","99/8384",0.00380313812231969,0.0147371602239888,0.00688067752393365,"14683/18747/18749",3
"mmu04925","mmu04925","Aldosterone synthesis and secretion","3/27","101/8384",0.00402353599402229,0.0151187413108716,0.00705883507723208,"14683/18747/18749",3
"mmu04922","mmu04922","Glucagon signaling pathway","3/27","104/8384",0.00436853502032418,0.0159323041917705,0.00743868192315263,"14683/18747/18749",3
"mmu05146","mmu05146","Amoebiasis","3/27","106/8384",0.00460825369571964,0.0163263845219782,0.00762267528615279,"14683/18747/18749",3
"mmu04130","mmu04130","SNARE interactions in vesicular transport","2/27","33/8384",0.00495893819814897,0.0170807871269576,0.00797490061105829,"20907/56418",2
"mmu04919","mmu04919","Thyroid hormone signaling pathway","3/27","120/8384",0.00651064505399046,0.0218194590998599,0.0101873535695441,"12387/18747/18749",3
"mmu05163","mmu05163","Human cytomegalovirus infection","4/27","239/8384",0.00674571542240196,0.022012334536259,0.0102774057682024,"12387/14683/18747/18749",4
"mmu04611","mmu04611","Platelet activation","3/27","124/8384",0.00712836490530556,0.0226645448271254,0.0105819182130042,"14683/18747/18749",3
"mmu04726","mmu04726","Serotonergic synapse","3/27","128/8384",0.00777997073804284,0.0232999790023978,0.0108785980062129,"14683/18747/18749",3
"mmu04926","mmu04926","Relaxin signaling pathway","3/27","128/8384",0.00777997073804284,0.0232999790023978,0.0108785980062129,"14683/18747/18749",3
"mmu05132","mmu05132","Salmonella infection","4/27","250/8384",0.00789192837177989,0.0232999790023978,0.0108785980062129,"12387/22154/56378/67951",4
"mmu04728","mmu04728","Dopaminergic synapse","3/27","133/8384",0.00864281006141362,0.024923452270123,0.0116365863739963,"14683/18747/18749",3
"mmu04371","mmu04371","Apelin signaling pathway","3/27","137/8384",0.0093722511903568,0.0263433925397472,0.0122995466017495,"17261/18747/18749",3
"mmu04140","mmu04140","Autophagy - animal","3/27","138/8384",0.00956010213135987,0.0263433925397472,0.0122995466017495,"18747/18749/18753",3
"mmu04340","mmu04340","Hedgehog signaling pathway","2/27","48/8384",0.0102843838168163,0.027723121593157,0.0129437324925606,"18747/18749",2
"mmu04261","mmu04261","Adrenergic signaling in cardiomyocytes","3/27","150/8384",0.0119880208922321,0.0316279700135485,0.0147668790385838,"14683/18747/18749",3
"mmu04921","mmu04921","Oxytocin signaling pathway","3/27","153/8384",0.0126456939864507,0.0326680427983311,0.0152524817819033,"14683/18747/18749",3
"mmu04390","mmu04390","Hippo signaling pathway","3/27","156/8384",0.0133238806373381,0.0337175754904066,0.015742501290088,"12160/12387/21679",3
"mmu05022","mmu05022","Pathways of neurodegeneration - multiple diseases","5/27","457/8384",0.0140340046195317,0.0348043314564385,0.0162499000857735,"12387/20907/22154/67951/68015",5
"mmu04310","mmu04310","Wnt signaling pathway","3/27","161/8384",0.0145000547767106,0.0352550351433749,0.0164603304998779,"12387/18747/18749",3
"mmu04530","mmu04530","Tight junction","3/27","163/8384",0.0149866572192625,0.0357374133690105,0.0166855495356161,"18747/18749/56378",3
"mmu04213","mmu04213","Longevity regulating pathway - multiple species","2/27","62/8384",0.016771182146504,0.0392382374748396,0.0183200599415635,"18747/18749",2
"mmu05034","mmu05034","Alcoholism","3/27","176/8384",0.0183761700272102,0.0421971311735939,0.0197015468127985,"14683/18747/18749",3
"mmu04720","mmu04720","Long-term potentiation","2/27","67/8384",0.0194170493023844,0.0437766202453757,0.0204389992656678,"18747/18749",2
"mmu04742","mmu04742","Taste transduction","2/27","69/8384",0.0205216594021415,0.045440817247599,0.0212160012616124,"18747/18749",2
"mmu04062","mmu04062","Chemokine signaling pathway","3/27","188/8384",0.0218565019794157,0.0475474779903077,0.0221995864980214,"18747/18749/18753",3
"mmu05165","mmu05165","Human papillomavirus infection","4/27","342/8384",0.0227310006422011,0.0485973117178092,0.022689746557551,"12387/14683/18747/18749",4
"mmu05014","mmu05014","Amyotrophic lateral sclerosis","4/27","353/8384",0.025198299810262,0.0529591385842794,0.0247262531590439,"22154/229279/67951/94232",4
"mmu04015","mmu04015","Rap1 signaling pathway","3/27","213/8384",0.0301994995044862,0.0624122989759381,0.0291398679429252,"12387/14683/18053",3
"mmu05203","mmu05203","Viral carcinogenesis","3/27","215/8384",0.0309307323552841,0.0625997676829319,0.0292273957772602,"13205/18747/18749",3
"mmu04714","mmu04714","Thermogenesis","3/27","216/8384",0.0312998838414659,0.0625997676829319,0.0292273957772602,"14683/18747/18749",3
"mmu04727","mmu04727","GABAergic synapse","2/27","89/8384",0.0329351697189444,0.0641322234266877,0.0299428886966708,"18747/18749",2
"mmu04211","mmu04211","Longevity regulating pathway","2/27","90/8384",0.0336176977639895,0.0641322234266877,0.0299428886966708,"18747/18749",2
"mmu04914","mmu04914","Progesterone-mediated oocyte maturation","2/27","90/8384",0.0336176977639895,0.0641322234266877,0.0299428886966708,"18747/18749",2
"mmu04666","mmu04666","Fc gamma R-mediated phagocytosis","2/27","92/8384",0.0349994790429716,0.0657565969898255,0.0307012974061155,"18753/56378",2
"mmu04014","mmu04014","Ras signaling pathway","3/27","232/8384",0.0375256440393088,0.0694504456846909,0.0324259296490492,"18053/18747/18749",3
"mmu04020","mmu04020","Calcium signaling pathway","3/27","239/8384",0.040437300808235,0.0737386073561933,0.0344280424837914,"14683/18747/18749",3
"mmu04725","mmu04725","Cholinergic synapse","2/27","110/8384",0.0483895257182141,0.08696088679795,0.0406014327155115,"18747/18749",2
"mmu04144","mmu04144","Endocytosis","3/27","264/8384",0.0517540584242685,0.0916786177801328,0.0428041084711995,"12343/12390/56378",3
"mmu04114","mmu04114","Oocyte meiosis","2/27","119/8384",0.0556839350229391,0.0972508160964007,0.0454057290772669,"18747/18749",2
"mmu04722","mmu04722","Neurotrophin signaling pathway","2/27","121/8384",0.0573552874511786,0.0987785506103632,0.0461190176873512,"18053/18753",2
"mmu05016","mmu05016","Huntington disease","3/27","288/8384",0.0639310928711043,0.108595281041328,0.0507023807917914,"20907/22154/67951",3
"mmu04010","mmu04010","MAPK signaling pathway","3/27","294/8384",0.0671697362845968,0.112554693233649,0.0525510027831127,"18053/18747/18749",3
"mmu04910","mmu04910","Insulin signaling pathway","2/27","139/8384",0.0731614477778934,0.120960260326117,0.0564755035478475,"18747/18749",2
"mmu04723","mmu04723","Retrograde endocannabinoid signaling","2/27","141/8384",0.0749976760632772,0.1223646293664,0.0571311936770117,"18747/18749",2
"mmu05418","mmu05418","Fluid shear stress and atherosclerosis","2/27","145/8384",0.0787150162787021,0.126761844396871,0.0591842227659414,"12387/12390",2
"mmu04392","mmu04392","Hippo signaling pathway - multiple species","1/27","27/8384",0.0835311435199234,0.13279309995475,0.0620001740026422,"21679",1
"mmu04215","mmu04215","Apoptosis - multiple species","1/27","32/8384",0.0982440377420724,0.15420583139262,0.0719976292580144,"18053",1
"mmu05010","mmu05010","Alzheimer disease","3/27","353/8384",0.102876350414017,0.159458343141726,0.0744499904311963,"12387/22154/67951",3
"mmu04145","mmu04145","Phagosome","2/27","171/8384",0.104209518390795,0.159530620746402,0.0744837363416986,"22154/67951",2
"mmu05216","mmu05216","Thyroid cancer","1/27","37/8384",0.112729345333991,0.170468766114816,0.0795906802743199,"12387",1
"mmu04510","mmu04510","Focal adhesion","2/27","201/8384",0.136018880349615,0.203208929678943,0.0948768347397441,"12387/12390",2
"mmu04930","mmu04930","Type II diabetes mellitus","1/27","48/8384",0.143812536905865,0.21229469733723,0.099118916413817,"18753",1
"mmu04979","mmu04979","Cholesterol metabolism","1/27","49/8384",0.1465856968751,0.213842663676617,0.0998416511223592,"57875",1
"mmu05213","mmu05213","Endometrial cancer","1/27","58/8384",0.171157961091602,0.246785897387891,0.115222617625925,"12387",1
"mmu04730","mmu04730","Long-term depression","1/27","60/8384",0.17652519368302,0.249666676520194,0.116567633349836,"14683",1
"mmu05166","mmu05166","Human T-cell leukemia virus 1 infection","2/27","239/8384",0.178973688108666,0.249666676520194,0.116567633349836,"18747/18749",2
"mmu04622","mmu04622","RIG-I-like receptor signaling pathway","1/27","61/8384",0.179196243631429,0.249666676520194,0.116567633349836,"13205",1
"mmu05217","mmu05217","Basal cell carcinoma","1/27","63/8384",0.184513336527125,0.254218374770705,0.118692789578852,"12387",1
"mmu04520","mmu04520","Adherens junction","1/27","71/8384",0.205451934031899,0.279956481537972,0.130709732466795,"12387",1
"mmu04721","mmu04721","Synaptic vesicle cycle","1/27","77/8384",0.220815129904954,0.293674742793093,0.13711469315467,"20907",1
"mmu05412","mmu05412","Arrhythmogenic right ventricular cardiomyopathy","1/27","77/8384",0.220815129904954,0.293674742793093,0.13711469315467,"12387",1
"mmu04060","mmu04060","Cytokine-cytokine receptor interaction","2/27","276/8384",0.222624401794764,0.293674742793093,0.13711469315467,"12160/18053",2
"mmu03320","mmu03320","PPAR signaling pathway","1/27","86/8384",0.243324789239716,0.317602882797103,0.148286575159938,"57875",1
"mmu05210","mmu05210","Colorectal cancer","1/27","88/8384",0.248241207645087,0.320644893208237,0.149706868645611,"12387",1
"mmu04350","mmu04350","TGF-beta signaling pathway","1/27","94/8384",0.262806593270879,0.335958943975144,0.156856892348327,"12160",1
"mmu05215","mmu05215","Prostate cancer","1/27","99/8384",0.274736467486676,0.347625734370896,0.16230403557215,"12387",1
"mmu04933","mmu04933","AGE-RAGE signaling pathway in diabetic complications","1/27","101/8384",0.279456174271502,0.349438104157194,0.163150218409556,"18753",1
"mmu05142","mmu05142","Chagas disease","1/27","102/8384",0.281804922707415,0.349438104157194,0.163150218409556,"14683",1
"mmu04931","mmu04931","Insulin resistance","1/27","110/8384",0.30033132538098,0.366228478334956,0.170989527236185,"18753",1
"mmu04625","mmu04625","C-type lectin receptor signaling pathway","1/27","112/8384",0.3048905154344,0.366228478334956,0.170989527236185,"18753",1
"mmu04972","mmu04972","Pancreatic secretion","1/27","112/8384",0.3048905154344,0.366228478334956,0.170989527236185,"14683",1
"mmu04670","mmu04670","Leukocyte transendothelial migration","1/27","113/8384",0.307159368926092,0.366228478334956,0.170989527236185,"12387",1
"mmu00190","mmu00190","Oxidative phosphorylation","1/27","120/8384",0.322842845575151,0.381262027155417,0.178008586532665,"192113",1
"mmu03040","mmu03040","Spliceosome","1/27","130/8384",0.344656059301796,0.40318255993795,0.18824313070108,"229279",1
"mmu05135","mmu05135","Yersinia infection","1/27","134/8384",0.353190510400887,0.407945466118165,0.190466898442267,"56378",1
"mmu00230","mmu00230","Purine metabolism","1/27","135/8384",0.355307341457757,0.407945466118165,0.190466898442267,"18578",1
"mmu04550","mmu04550","Signaling pathways regulating pluripotency of stem cells","1/27","140/8384",0.36579181981584,0.416130143643708,0.194288267405806,"12387",1
"mmu05224","mmu05224","Breast cancer","1/27","147/8384",0.380194637460019,0.423179109852537,0.197579380661201,"12387",1
"mmu04072","mmu04072","Phospholipase D signaling pathway","1/27","148/8384",0.382226292770033,0.423179109852537,0.197579380661201,"14683",1
"mmu05226","mmu05226","Gastric cancer","1/27","148/8384",0.382226292770033,0.423179109852537,0.197579380661201,"12387",1
"mmu05160","mmu05160","Hepatitis C","1/27","151/8384",0.388282854468618,0.426080300478838,0.198933926369576,"12387",1
"mmu05161","mmu05161","Hepatitis B","1/27","154/8384",0.394282216922116,0.428868376301249,0.200235659563402,"13205",1
"mmu04141","mmu04141","Protein processing in endoplasmic reticulum","1/27","170/8384",0.425334034993907,0.452897407321121,0.211454646881678,"94232",1
"mmu03013","mmu03013","RNA transport","1/27","172/8384",0.429105990553809,0.452897407321121,0.211454646881678,"14359",1
"mmu04022","mmu04022","cGMP-PKG signaling pathway","1/27","172/8384",0.429105990553809,0.452897407321121,0.211454646881678,"17261",1
"mmu05225","mmu05225","Hepatocellular carcinoma","1/27","173/8384",0.430983016644293,0.452897407321121,0.211454646881678,"12387",1
"mmu04621","mmu04621","NOD-like receptor signaling pathway","1/27","190/8384",0.461997701292993,0.481409369414548,0.224766683512734,"18753",1
"mmu05202","mmu05202","Transcriptional misregulation in cancer","1/27","206/8384",0.489696421855577,0.505285284892812,0.235914182250464,"18053",1
"mmu05167","mmu05167","Kaposi sarcoma-associated herpesvirus infection","1/27","208/8384",0.49306064090347,0.505285284892812,0.235914182250464,"12387",1
"mmu04810","mmu04810","Regulation of actin cytoskeleton","1/27","217/8384",0.507937140256534,0.516263978621396,0.241040057930193,"56378",1
"mmu04080","mmu04080","Neuroactive ligand-receptor interaction","1/27","334/8384",0.666920056650547,0.672342170932259,0.313911879467523,"20604",1
"mmu04151","mmu04151","PI3K-Akt signaling pathway","1/27","347/8384",0.681164875283463,0.681164875283463,0.31803113871469,"18053",1
